Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
DIS,109.53,2.35,41,23.9,105.96,109.47,62.5,0.683,11.7,110.09,"5,934,340","13,011,812",0.46x,124.69,79.76,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 20:20
UNH,327.83,1.31,41,26.7,323.15,338.78,66.4,1.585,10.2,340.82,"2,978,393","7,080,624",0.42x,594.32,231.57,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 20:20
HD,351.39,1.77,41,22.8,349.7,368.48,63.5,1.6024,12.1,374.68,"3,128,323","5,097,656",0.61x,424.01,320.39,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-10 20:20
PFE,25.76,1.72,42,29.8,25.43,24.96,60.0,0.0033,6.5,24.71,"24,038,778","58,214,283",0.41x,27.21,19.83,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
CVS,78.81,0.73,42,23.0,77.93,78.58,56.8,0.0008,7.7,77.62,"5,370,537","7,321,526",0.73x,85.15,41.77,6,"RSI強勢, MACD翻正, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
CMCSA,27.68,3.34,42,23.9,27.09,28.31,57.7,0.1554,6.8,28.83,"16,401,365","31,725,368",0.52x,38.9,25.75,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-10 20:20
SCHW,96.19,2.16,44,19.5,93.14,93.56,65.0,0.4055,8.4,93.43,"4,239,619","8,588,935",0.49x,99.14,65.3,6,"RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
NVDA,184.02,-0.51,44,36.2,183.18,187.25,46.7,0.5042,9.2,185.34,"114,938,814","203,376,635",0.57x,212.18,86.6,4,"RSI反彈, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 20:19
MCO,477.89,-1.74,44,23.5,483.53,482.55,55.2,-0.1212,6.5,483.5,"1,708,187","757,684",2.25x,527.9,376.55,4,"RSI強勢, 成交量激增, 接近52週高, 從低點反彈",2025-12-10 20:20
CME,266.98,-1.16,44,16.2,276.24,271.25,40.1,-1.5289,7.0,269.72,"921,911","1,997,080",0.46x,288.09,221.44,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 20:20
WDAY,223.96,0.77,46,35.1,221.65,229.78,50.1,0.8285,10.5,230.14,"1,264,399","3,338,734",0.38x,283.68,205.33,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-10 20:19
CVX,151.66,2.13,46,17.4,151.23,151.82,49.9,-0.0345,5.2,152.8,"6,649,610","9,018,225",0.74x,163.27,127.59,3,"RSI反彈, 接近52週高, 布林帶強勢",2025-12-10 20:20
KO,69.97,-0.16,46,16.1,71.01,69.18,44.8,-0.3224,5.0,68.52,"8,580,153","16,074,607",0.53x,72.91,58.88,3,"RSI反彈, 接近52週高, 站上VWAP",2025-12-10 20:20
NKE,66.0,4.21,47,31.4,63.84,65.45,63.5,0.3403,9.7,67.15,"12,669,567","13,035,668",0.97x,80.55,51.34,5,"RSI強勢, MACD加速, 接近20日高, 從低點反彈, 布林帶強勢",2025-12-10 20:20
CHWY,35.37,1.52,47,34.5,33.93,35.26,56.5,0.2536,9.0,35.76,"18,380,079","7,303,318",2.52x,48.62,29.83,4,"RSI強勢, MACD加速, 成交量激增, 布林帶強勢",2025-12-10 20:19
INTU,668.65,1.97,48,23.7,650.78,658.23,55.9,3.086,7.7,663.12,"848,514","1,918,325",0.44x,812.22,530.03,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
CSCO,80.64,1.43,49,21.7,77.27,73.19,60.8,0.1603,7.8,72.08,"10,584,949","23,466,777",0.45x,80.76,51.49,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:20
UPS,99.93,3.05,49,28.1,94.94,90.58,68.0,0.1156,8.3,88.72,"4,369,669","5,977,243",0.73x,128.18,80.6,7,"均線多頭, RSI強勢, MACD翻正, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:20
RTX,176.03,2.38,49,25.2,172.48,170.87,55.5,0.0118,5.8,167.94,"3,560,909","4,443,005",0.80x,180.6,110.77,7,"均線多頭, RSI強勢, MACD翻正, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
JPM,309.58,3.02,49,21.4,307.0,306.35,55.4,0.176,9.0,307.03,"12,201,066","9,024,568",1.35x,322.25,200.22,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
GILD,120.79,1.2,49,24.2,124.44,121.15,31.9,-0.9058,7.8,119.05,"3,367,509","6,976,675",0.48x,128.7,86.73,5,"RSI反彈, 接近52週高, 從低點反彈, 布林下軌反彈, 站上VWAP",2025-12-10 20:20
MMM,165.74,0.4,49,26.0,168.45,163.31,48.4,-0.9349,6.6,161.37,"1,537,854","2,834,952",0.54x,174.69,120.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
ABBV,225.5,1.13,49,27.2,229.36,227.7,41.3,-0.7822,6.9,226.07,"3,477,937","5,688,641",0.61x,243.06,160.33,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 20:20
JNJ,205.29,2.67,51,14.8,201.89,193.75,60.4,-0.6653,8.6,189.85,"4,157,204","9,472,105",0.44x,207.81,136.5,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
AMZN,231.79,1.7,51,33.0,229.83,228.89,62.3,-0.185,10.8,229.18,"24,791,052","42,516,797",0.58x,258.6,161.38,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
VRTX,444.55,1.73,51,25.6,436.17,424.23,62.1,0.3681,10.5,413.62,"516,321","1,372,011",0.38x,519.68,362.5,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
ADBE,347.42,0.9,51,28.3,328.01,336.51,70.9,3.7256,12.5,343.08,"3,990,715","3,818,275",1.05x,552.83,311.59,4,"MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 20:19
MPC,192.04,0.69,51,27.4,192.66,190.67,43.8,-0.3531,6.6,189.53,"1,694,888","1,934,139",0.88x,201.29,113.25,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
BA,200.1,-0.13,51,34.9,192.66,203.93,63.7,2.4461,18.6,206.65,"5,920,625","9,294,501",0.64x,242.69,128.88,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 20:20
UNP,236.54,2.15,53,16.8,227.42,225.11,77.8,0.8803,11.0,224.1,"1,850,785","3,136,849",0.59x,250.85,200.99,5,"均線多頭, 接近20日高, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-10 20:20
BLK,1088.68,1.62,53,23.3,1043.52,1092.04,73.3,9.3183,11.3,1101.4,"257,820","637,306",0.40x,1214.03,762.34,4,"MACD加速, 接近20日高, 從低點反彈, 布林帶強勢",2025-12-10 20:19
UBER,84.32,-5.33,54,34.7,88.52,92.43,40.0,0.274,15.6,93.07,"40,187,265","19,895,068",2.02x,101.99,59.33,3,"RSI反彈, 成交量激增, 從低點反彈",2025-12-10 20:19
QCOM,183.26,4.12,56,39.7,169.61,169.57,76.0,1.6157,14.8,171.0,"6,279,047","8,570,642",0.73x,204.9,118.79,7,"黃金交叉, 均線多頭, MACD加速, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:19
AAPL,279.32,0.77,56,20.5,275.83,266.85,66.1,-0.5545,8.3,260.31,"17,767,537","43,534,851",0.41x,288.62,168.63,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
CRWD,521.14,0.61,56,40.5,516.17,516.48,50.2,0.2076,10.1,502.01,"1,619,915","2,401,325",0.67x,566.9,298.0,6,"RSI強勢, MACD翻正, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
NET,214.65,2.74,56,47.5,202.43,214.93,67.8,2.1779,17.9,216.97,"1,595,307","2,889,905",0.55x,260.0,89.42,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 20:19
AMGN,316.63,0.89,56,30.5,335.12,312.84,34.4,-4.5466,10.6,305.76,"1,446,277","2,861,843",0.51x,346.38,245.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
AXP,376.93,3.58,58,26.9,359.97,351.88,76.2,0.8458,11.8,346.92,"1,532,539","2,470,766",0.62x,377.98,219.32,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
COP,97.27,4.11,58,26.1,90.02,89.11,79.1,0.8538,12.6,90.07,"5,967,032","6,718,501",0.89x,103.48,77.84,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:20
ABNB,128.71,2.65,58,24.4,119.18,121.83,74.7,1.3901,14.2,121.79,"2,636,972","4,892,833",0.54x,163.93,99.88,5,"MACD加速, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:19
ORCL,222.22,0.31,58,48.8,212.65,250.9,47.4,4.687,19.0,271.4,"20,007,078","24,233,953",0.83x,345.12,117.98,4,"RSI反彈, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 20:19
TMO,572.5,1.67,58,29.1,579.49,562.75,49.1,-3.8058,6.4,535.4,"668,503","1,603,020",0.42x,609.27,385.11,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
TGT,95.2,1.69,58,28.4,89.84,90.02,70.9,0.7242,13.3,89.05,"4,461,736","7,803,266",0.57x,138.95,83.44,4,"MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 20:20
LLY,995.0,1.3,58,32.3,1038.22,925.94,37.2,-16.9168,13.2,887.28,"2,004,457","3,582,337",0.56x,1111.99,621.5,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 20:20
PSX,143.3,2.45,59,24.2,137.45,134.53,71.2,0.4574,8.6,133.9,"927,175","2,110,798",0.44x,143.74,88.51,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
BAC,54.28,1.38,59,20.3,52.72,51.94,70.1,0.1415,8.3,51.87,"27,248,029","36,510,316",0.75x,54.83,32.53,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
KLAC,1244.66,1.55,60,40.2,1170.32,1153.39,64.7,7.4629,14.6,1121.79,"354,991","963,779",0.37x,1282.32,547.89,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
ASML,1122.91,1.03,60,36.9,1053.42,1035.78,62.7,7.4322,20.8,997.37,"768,628","1,459,316",0.53x,1141.72,574.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
WFC,90.52,1.83,61,25.3,86.24,84.71,72.9,0.4826,12.1,84.29,"14,851,396","13,790,409",1.08x,91.11,57.46,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
SLB,39.92,4.23,61,29.9,36.58,35.39,77.1,0.3284,14.9,35.01,"10,754,310","14,349,875",0.75x,43.29,30.37,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:20
VLO,177.02,0.97,61,31.1,176.38,169.94,46.3,-0.5491,7.0,168.75,"1,403,592","2,712,974",0.52x,184.46,96.76,6,"均線多頭, RSI反彈, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
IBM,314.13,1.18,61,28.9,303.46,297.34,80.6,0.5791,9.9,289.42,"1,763,000","3,819,945",0.46x,324.9,209.2,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
CDNS,340.21,1.53,61,31.5,317.39,328.59,79.5,4.3492,17.9,335.11,"652,811","1,601,120",0.41x,376.45,221.56,5,"接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
DHR,229.42,2.77,61,30.6,225.12,217.47,60.9,-0.5313,5.7,210.18,"2,124,933","3,719,361",0.57x,256.97,170.43,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
MRK,97.82,0.95,61,32.7,98.46,91.36,55.9,-0.7873,17.4,89.66,"6,784,997","15,741,374",0.43x,105.84,71.87,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
DASH,221.98,-3.48,61,52.8,207.38,236.02,63.9,5.0526,26.6,229.37,"4,941,869","7,016,468",0.70x,285.5,155.4,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 20:19
GOOGL,319.96,0.91,63,29.6,305.58,278.86,69.4,-0.6987,22.0,276.09,"21,996,633","45,420,981",0.48x,328.62,140.14,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
GOOG,320.51,0.87,63,29.0,306.04,279.46,69.8,-0.6494,21.9,276.24,"10,894,908","28,189,920",0.39x,328.46,142.27,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
WMT,113.32,-1.51,63,22.7,108.34,105.6,75.0,0.6265,19.2,105.27,"12,014,422","23,006,841",0.52x,116.27,79.43,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
TXN,182.4,1.6,63,29.9,167.75,168.98,78.7,2.3274,24.7,170.62,"2,173,420","6,972,891",0.31x,218.15,136.55,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
MRVL,91.4,2.81,64,55.4,87.94,88.11,61.4,0.3883,30.8,85.14,"15,055,148","21,538,957",0.70x,127.15,46.97,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
CAT,614.42,3.38,65,34.6,572.73,547.69,78.3,2.4723,14.8,521.88,"1,342,963","2,398,503",0.56x,615.45,264.29,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:20
PLTR,189.43,4.18,66,49.8,171.58,179.51,75.2,2.746,21.7,178.86,"48,016,420","43,984,431",1.09x,207.52,63.4,6,"MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
SHOP,168.04,5.09,66,48.9,153.71,159.07,70.9,1.576,20.7,156.5,"4,532,538","8,148,901",0.56x,182.19,69.84,6,"MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
OKTA,90.01,2.53,66,30.4,82.93,86.76,81.0,1.2388,16.3,87.62,"1,195,223","2,943,151",0.41x,127.57,75.05,4,"MACD加速, 接近20日高, 突破布林上軌, 站上VWAP",2025-12-10 20:19
MS,180.76,1.08,68,22.8,168.14,163.16,81.7,1.4013,16.6,161.43,"3,146,340","5,632,237",0.56x,180.98,92.37,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
C,111.55,1.94,68,23.4,103.13,100.3,82.6,0.9602,16.7,100.25,"8,044,194","11,710,154",0.69x,111.9,54.39,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
ZM,89.19,1.78,68,31.1,84.17,83.08,70.5,0.6544,15.7,83.51,"1,398,453","3,395,582",0.41x,91.04,64.41,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
MPWR,988.8,2.68,68,47.3,925.78,968.86,74.7,10.2188,17.1,951.69,"224,666","597,123",0.38x,1123.38,437.16,4,"MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 20:19
REGN,721.19,4.13,68,40.8,728.89,654.34,54.6,-9.9943,17.8,637.62,"628,490","1,131,349",0.56x,790.98,475.17,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 20:20
GS,895.59,2.17,70,24.2,814.94,791.54,83.7,9.2535,18.5,790.01,"1,563,269","2,102,768",0.74x,896.9,432.73,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 20:19
